season,matchday,home_team,away_team,date,home_goals,away_goals
2023,28,Cagliari Calcio,US Salernitana 1919,2024-03-09 14:00:00+00:00,4,2
2023,28,US Sassuolo Calcio,Frosinone Calcio,2024-03-09 14:00:00+00:00,1,0
2023,28,Bologna FC 1909,FC Internazionale Milano,2024-03-09 17:00:00+00:00,0,1
2023,28,Genoa CFC,AC Monza,2024-03-09 19:45:00+00:00,2,3
2023,28,US Lecce,Hellas Verona FC,2024-03-10 11:30:00+00:00,0,1
2023,28,AC Milan,Empoli FC,2024-03-10 14:00:00+00:00,1,0
2023,28,Juventus FC,Atalanta BC,2024-03-10 17:00:00+00:00,2,2
2023,28,ACF Fiorentina,AS Roma,2024-03-10 19:45:00+00:00,2,2
2023,28,SS Lazio,Udinese Calcio,2024-03-11 19:45:00+00:00,1,2
2023,29,Empoli FC,Bologna FC 1909,2024-03-15 19:45:00+00:00,0,1
2023,29,AC Monza,Cagliari Calcio,2024-03-16 14:00:00+00:00,1,0
2023,29,Udinese Calcio,Torino FC,2024-03-16 14:00:00+00:00,0,2
2023,29,US Salernitana 1919,US Lecce,2024-03-16 17:00:00+00:00,0,1
2023,29,Frosinone Calcio,SS Lazio,2024-03-16 19:45:00+00:00,2,3
2023,29,Juventus FC,Genoa CFC,2024-03-17 11:30:00+00:00,0,0
2023,29,Hellas Verona FC,AC Milan,2024-03-17 14:00:00+00:00,1,3
2023,29,AS Roma,US Sassuolo Calcio,2024-03-17 17:00:00+00:00,1,0
2023,29,FC Internazionale Milano,SSC Napoli,2024-03-17 19:45:00+00:00,1,1
2023,30,SSC Napoli,Atalanta BC,2024-03-30 11:30:00+00:00,0,3
2023,30,Genoa CFC,Frosinone Calcio,2024-03-30 14:00:00+00:00,1,1
2023,30,Torino FC,AC Monza,2024-03-30 14:00:00+00:00,1,0
2023,30,SS Lazio,Juventus FC,2024-03-30 17:00:00+00:00,1,0
2023,30,ACF Fiorentina,AC Milan,2024-03-30 19:45:00+00:00,1,2
2023,30,Bologna FC 1909,US Salernitana 1919,2024-04-01 10:30:00+00:00,3,0
2023,30,Cagliari Calcio,Hellas Verona FC,2024-04-01 13:00:00+00:00,1,1
2023,30,US Sassuolo Calcio,Udinese Calcio,2024-04-01 13:00:00+00:00,1,1
2023,30,US Lecce,AS Roma,2024-04-01 16:00:00+00:00,0,0
2023,30,FC Internazionale Milano,Empoli FC,2024-04-01 18:45:00+00:00,2,0
2023,31,US Salernitana 1919,US Sassuolo Calcio,2024-04-05 18:45:00+00:00,2,2
2023,31,AC Milan,US Lecce,2024-04-06 13:00:00+00:00,3,0
2023,31,AS Roma,SS Lazio,2024-04-06 16:00:00+00:00,1,0
2023,31,Empoli FC,Torino FC,2024-04-06 18:45:00+00:00,3,2
2023,31,Frosinone Calcio,Bologna FC 1909,2024-04-07 10:30:00+00:00,0,0
2023,31,AC Monza,SSC Napoli,2024-04-07 13:00:00+00:00,2,4
2023,31,Cagliari Calcio,Atalanta BC,2024-04-07 16:00:00+00:00,2,1
2023,31,Hellas Verona FC,Genoa CFC,2024-04-07 16:00:00+00:00,1,2
2023,31,Juventus FC,ACF Fiorentina,2024-04-07 18:45:00+00:00,1,0
2023,31,Udinese Calcio,FC Internazionale Milano,2024-04-08 18:45:00+00:00,1,2
2023,32,SS Lazio,US Salernitana 1919,2024-04-12 18:45:00+00:00,4,1
2023,32,US Lecce,Empoli FC,2024-04-13 13:00:00+00:00,1,0
2023,32,Torino FC,Juventus FC,2024-04-13 16:00:00+00:00,0,0
2023,32,Bologna FC 1909,AC Monza,2024-04-13 18:45:00+00:00,0,0
2023,32,SSC Napoli,Frosinone Calcio,2024-04-14 10:30:00+00:00,2,2
2023,32,US Sassuolo Calcio,AC Milan,2024-04-14 13:00:00+00:00,3,3
2023,32,FC Internazionale Milano,Cagliari Calcio,2024-04-14 18:45:00+00:00,2,2
2023,32,ACF Fiorentina,Genoa CFC,2024-04-15 16:30:00+00:00,1,1
2023,32,Atalanta BC,Hellas Verona FC,2024-04-15 18:45:00+00:00,2,2
2023,33,Genoa CFC,SS Lazio,2024-04-19 16:30:00+00:00,0,1
2023,33,Cagliari Calcio,Juventus FC,2024-04-19 18:45:00+00:00,2,2
2023,33,Empoli FC,SSC Napoli,2024-04-20 16:00:00+00:00,1,0
2023,33,Hellas Verona FC,Udinese Calcio,2024-04-20 18:45:00+00:00,1,0
2023,33,US Sassuolo Calcio,US Lecce,2024-04-21 10:30:00+00:00,0,3
2023,33,Torino FC,Frosinone Calcio,2024-04-21 13:00:00+00:00,0,0
2023,33,US Salernitana 1919,ACF Fiorentina,2024-04-21 16:00:00+00:00,0,2
2023,33,AC Monza,Atalanta BC,2024-04-21 18:45:00+00:00,1,2
2023,33,AS Roma,Bologna FC 1909,2024-04-22 16:30:00+00:00,1,3
2023,33,AC Milan,FC Internazionale Milano,2024-04-22 18:45:00+00:00,1,2
2023,32,Udinese Calcio,AS Roma,2024-04-25 18:00:00+00:00,1,2
2023,34,Frosinone Calcio,US Salernitana 1919,2024-04-26 18:45:00+00:00,3,0
2023,34,US Lecce,AC Monza,2024-04-27 13:00:00+00:00,1,1
2023,34,Juventus FC,AC Milan,2024-04-27 16:00:00+00:00,0,0
2023,34,SS Lazio,Hellas Verona FC,2024-04-27 18:45:00+00:00,1,0
2023,34,FC Internazionale Milano,Torino FC,2024-04-28 10:30:00+00:00,2,0
2023,34,Bologna FC 1909,Udinese Calcio,2024-04-28 13:00:00+00:00,1,1
2023,34,Atalanta BC,Empoli FC,2024-04-28 16:00:00+00:00,2,0
2023,34,SSC Napoli,AS Roma,2024-04-28 16:00:00+00:00,2,2
2023,34,ACF Fiorentina,US Sassuolo Calcio,2024-04-28 18:45:00+00:00,5,1
2023,34,Genoa CFC,Cagliari Calcio,2024-04-29 18:45:00+00:00,3,0
2023,35,Torino FC,Bologna FC 1909,2024-05-03 18:45:00+00:00,0,0
2023,35,AC Monza,SS Lazio,2024-05-04 16:00:00+00:00,2,2
2023,35,US Sassuolo Calcio,FC Internazionale Milano,2024-05-04 18:45:00+00:00,1,0
2023,35,Cagliari Calcio,US Lecce,2024-05-05 10:30:00+00:00,1,1
2023,35,Empoli FC,Frosinone Calcio,2024-05-05 13:00:00+00:00,0,0
2023,35,Hellas Verona FC,ACF Fiorentina,2024-05-05 13:00:00+00:00,2,1
2023,35,AC Milan,Genoa CFC,2024-05-05 16:00:00+00:00,3,3
2023,35,AS Roma,Juventus FC,2024-05-05 18:45:00+00:00,1,1
2023,35,US Salernitana 1919,Atalanta BC,2024-05-06 16:00:00+00:00,1,2
2023,35,Udinese Calcio,SSC Napoli,2024-05-06 18:45:00+00:00,1,1
2023,36,Frosinone Calcio,FC Internazionale Milano,2024-05-10 18:45:00+00:00,0,5
2023,36,SSC Napoli,Bologna FC 1909,2024-05-11 16:00:00+00:00,0,2
2023,36,AC Milan,Cagliari Calcio,2024-05-11 18:45:00+00:00,5,1
2023,36,SS Lazio,Empoli FC,2024-05-12 10:30:00+00:00,2,0
2023,36,Genoa CFC,US Sassuolo Calcio,2024-05-12 13:00:00+00:00,2,1
2023,36,Hellas Verona FC,Torino FC,2024-05-12 13:00:00+00:00,1,2
2023,36,Juventus FC,US Salernitana 1919,2024-05-12 16:00:00+00:00,1,1
2023,36,Atalanta BC,AS Roma,2024-05-12 18:45:00+00:00,2,1
2023,36,US Lecce,Udinese Calcio,2024-05-13 16:30:00+00:00,0,2
2023,36,ACF Fiorentina,AC Monza,2024-05-13 18:45:00+00:00,2,1
2023,37,ACF Fiorentina,SSC Napoli,2024-05-17 18:45:00+00:00,2,2
2023,37,US Lecce,Atalanta BC,2024-05-18 16:00:00+00:00,0,2
2023,37,Torino FC,AC Milan,2024-05-18 18:45:00+00:00,3,1
2023,37,US Sassuolo Calcio,Cagliari Calcio,2024-05-19 10:30:00+00:00,0,2
2023,37,AC Monza,Frosinone Calcio,2024-05-19 13:00:00+00:00,0,1
2023,37,Udinese Calcio,Empoli FC,2024-05-19 13:00:00+00:00,1,1
2023,37,FC Internazionale Milano,SS Lazio,2024-05-19 16:00:00+00:00,1,1
2023,37,AS Roma,Genoa CFC,2024-05-19 18:45:00+00:00,1,0
2023,37,US Salernitana 1919,Hellas Verona FC,2024-05-20 16:30:00+00:00,1,2
2023,37,Bologna FC 1909,Juventus FC,2024-05-20 18:45:00+00:00,3,3
2023,38,Cagliari Calcio,ACF Fiorentina,2024-05-23 18:45:00+00:00,2,3
2023,38,Genoa CFC,Bologna FC 1909,2024-05-24 18:45:00+00:00,2,0
2023,38,Juventus FC,AC Monza,2024-05-25 16:00:00+00:00,2,0
2023,38,AC Milan,US Salernitana 1919,2024-05-25 18:45:00+00:00,3,3
2023,38,Atalanta BC,Torino FC,2024-05-26 16:00:00+00:00,3,0
2023,38,SSC Napoli,US Lecce,2024-05-26 16:00:00+00:00,0,0
2023,38,Empoli FC,AS Roma,2024-05-26 18:45:00+00:00,2,1
2023,38,Frosinone Calcio,Udinese Calcio,2024-05-26 18:45:00+00:00,0,1
2023,38,Hellas Verona FC,FC Internazionale Milano,2024-05-26 18:45:00+00:00,2,2
2023,38,SS Lazio,US Sassuolo Calcio,2024-05-26 18:45:00+00:00,1,1
2023,29,Atalanta BC,ACF Fiorentina,2024-06-02 16:00:00+00:00,2,3
2025,1,Genoa CFC,US Lecce,2025-08-23 16:30:00+00:00,0,0
2025,1,US Sassuolo Calcio,SSC Napoli,2025-08-23 16:30:00+00:00,0,2
2025,1,AC Milan,US Cremonese,2025-08-23 18:45:00+00:00,1,2
2025,1,AS Roma,Bologna FC 1909,2025-08-23 18:45:00+00:00,1,0
2025,1,Cagliari Calcio,ACF Fiorentina,2025-08-24 16:30:00+00:00,1,1
2025,1,Como 1907,SS Lazio,2025-08-24 16:30:00+00:00,2,0
2025,1,Atalanta BC,AC Pisa 1909,2025-08-24 18:45:00+00:00,1,1
2025,1,Juventus FC,Parma Calcio 1913,2025-08-24 18:45:00+00:00,2,0
2025,1,Udinese Calcio,Hellas Verona FC,2025-08-25 16:30:00+00:00,1,1
2025,1,FC Internazionale Milano,Torino FC,2025-08-25 18:45:00+00:00,5,0
2025,2,US Cremonese,US Sassuolo Calcio,2025-08-29 16:30:00+00:00,3,2
2025,2,US Lecce,AC Milan,2025-08-29 18:45:00+00:00,0,2
2025,2,Bologna FC 1909,Como 1907,2025-08-30 16:30:00+00:00,1,0
2025,2,Parma Calcio 1913,Atalanta BC,2025-08-30 16:30:00+00:00,1,1
2025,2,SSC Napoli,Cagliari Calcio,2025-08-30 18:45:00+00:00,1,0
2025,2,AC Pisa 1909,AS Roma,2025-08-30 18:45:00+00:00,0,1
2025,2,Genoa CFC,Juventus FC,2025-08-31 16:30:00+00:00,0,1
2025,2,Torino FC,ACF Fiorentina,2025-08-31 16:30:00+00:00,0,0
2025,2,FC Internazionale Milano,Udinese Calcio,2025-08-31 18:45:00+00:00,1,2
2025,2,SS Lazio,Hellas Verona FC,2025-08-31 18:45:00+00:00,4,0
2025,3,Cagliari Calcio,Parma Calcio 1913,2025-09-13 13:00:00+00:00,2,0
2025,3,Juventus FC,FC Internazionale Milano,2025-09-13 16:00:00+00:00,4,3
2025,3,ACF Fiorentina,SSC Napoli,2025-09-13 18:45:00+00:00,1,3
2025,3,AS Roma,Torino FC,2025-09-14 10:30:00+00:00,0,1
2025,3,Atalanta BC,US Lecce,2025-09-14 13:00:00+00:00,4,1
2025,3,AC Pisa 1909,Udinese Calcio,2025-09-14 13:00:00+00:00,0,1
2025,3,US Sassuolo Calcio,SS Lazio,2025-09-14 16:00:00+00:00,1,0
2025,3,AC Milan,Bologna FC 1909,2025-09-14 18:45:00+00:00,1,0
2025,3,Hellas Verona FC,US Cremonese,2025-09-15 16:30:00+00:00,0,0
2025,3,Como 1907,Genoa CFC,2025-09-15 18:45:00+00:00,1,1
2025,4,US Lecce,Cagliari Calcio,2025-09-19 18:45:00+00:00,1,2
2025,4,Bologna FC 1909,Genoa CFC,2025-09-20 13:00:00+00:00,2,1
2025,4,Hellas Verona FC,Juventus FC,2025-09-20 16:00:00+00:00,1,1
2025,4,Udinese Calcio,AC Milan,2025-09-20 18:45:00+00:00,0,3
2025,4,SS Lazio,AS Roma,2025-09-21 10:30:00+00:00,0,1
2025,4,Torino FC,Atalanta BC,2025-09-21 13:00:00+00:00,0,3
2025,4,US Cremonese,Parma Calcio 1913,2025-09-21 13:00:00+00:00,0,0
2025,4,ACF Fiorentina,Como 1907,2025-09-21 16:00:00+00:00,1,2
2025,4,FC Internazionale Milano,US Sassuolo Calcio,2025-09-21 18:45:00+00:00,2,1
2025,4,SSC Napoli,AC Pisa 1909,2025-09-22 18:45:00+00:00,3,2
2025,5,Como 1907,US Cremonese,2025-09-27 13:00:00+00:00,1,1
2025,5,Juventus FC,Atalanta BC,2025-09-27 16:00:00+00:00,1,1
2025,5,Cagliari Calcio,FC Internazionale Milano,2025-09-27 18:45:00+00:00,0,2
2025,5,US Sassuolo Calcio,Udinese Calcio,2025-09-28 10:30:00+00:00,3,1
2025,5,AS Roma,Hellas Verona FC,2025-09-28 13:00:00+00:00,2,0
2025,5,AC Pisa 1909,ACF Fiorentina,2025-09-28 13:00:00+00:00,0,0
2025,5,US Lecce,Bologna FC 1909,2025-09-28 16:00:00+00:00,2,2
2025,5,AC Milan,SSC Napoli,2025-09-28 18:45:00+00:00,2,1
2025,5,Parma Calcio 1913,Torino FC,2025-09-29 16:30:00+00:00,2,1
2025,5,Genoa CFC,SS Lazio,2025-09-29 18:45:00+00:00,0,3
2025,6,Hellas Verona FC,US Sassuolo Calcio,2025-10-03 18:45:00+00:00,0,1
2025,6,SS Lazio,Torino FC,2025-10-04 13:00:00+00:00,3,3
2025,6,Parma Calcio 1913,US Lecce,2025-10-04 13:00:00+00:00,0,1
2025,6,FC Internazionale Milano,US Cremonese,2025-10-04 16:00:00+00:00,4,1
2025,6,Atalanta BC,Como 1907,2025-10-04 18:45:00+00:00,1,1
2025,6,Udinese Calcio,Cagliari Calcio,2025-10-05 10:30:00+00:00,1,1
2025,6,ACF Fiorentina,AS Roma,2025-10-05 13:00:00+00:00,1,2
2025,6,Bologna FC 1909,AC Pisa 1909,2025-10-05 13:00:00+00:00,4,0
2025,6,SSC Napoli,Genoa CFC,2025-10-05 16:00:00+00:00,2,1
2025,6,Juventus FC,AC Milan,2025-10-05 18:45:00+00:00,0,0
2025,7,AC Pisa 1909,Hellas Verona FC,2025-10-18 13:00:00+00:00,0,0
2025,7,US Lecce,US Sassuolo Calcio,2025-10-18 13:00:00+00:00,0,0
2025,7,Torino FC,SSC Napoli,2025-10-18 16:00:00+00:00,1,0
2025,7,AS Roma,FC Internazionale Milano,2025-10-18 18:45:00+00:00,0,1
2025,7,Como 1907,Juventus FC,2025-10-19 10:30:00+00:00,2,0
2025,7,Cagliari Calcio,Bologna FC 1909,2025-10-19 13:00:00+00:00,0,2
2025,7,Genoa CFC,Parma Calcio 1913,2025-10-19 13:00:00+00:00,0,0
2025,7,Atalanta BC,SS Lazio,2025-10-19 16:00:00+00:00,0,0
2025,7,AC Milan,ACF Fiorentina,2025-10-19 18:45:00+00:00,2,1
2025,7,US Cremonese,Udinese Calcio,2025-10-20 18:45:00+00:00,1,1
2025,8,AC Milan,AC Pisa 1909,2025-10-24 18:45:00+00:00,2,2
2025,8,Parma Calcio 1913,Como 1907,2025-10-25 13:00:00+00:00,0,0
2025,8,Udinese Calcio,US Lecce,2025-10-25 13:00:00+00:00,3,2
2025,8,SSC Napoli,FC Internazionale Milano,2025-10-25 16:00:00+00:00,3,1
2025,8,US Cremonese,Atalanta BC,2025-10-25 18:45:00+00:00,1,1
2025,8,Torino FC,Genoa CFC,2025-10-26 11:30:00+00:00,2,1
2025,8,Hellas Verona FC,Cagliari Calcio,2025-10-26 14:00:00+00:00,2,2
2025,8,US Sassuolo Calcio,AS Roma,2025-10-26 14:00:00+00:00,0,1
2025,8,ACF Fiorentina,Bologna FC 1909,2025-10-26 17:00:00+00:00,2,2
2025,8,SS Lazio,Juventus FC,2025-10-26 19:45:00+00:00,1,0
2025,9,US Lecce,SSC Napoli,2025-10-28 17:30:00+00:00,0,1
2025,9,Atalanta BC,AC Milan,2025-10-28 19:45:00+00:00,1,1
2025,9,AS Roma,Parma Calcio 1913,2025-10-29 17:30:00+00:00,2,1
2025,9,Como 1907,Hellas Verona FC,2025-10-29 17:30:00+00:00,3,1
2025,9,Juventus FC,Udinese Calcio,2025-10-29 17:30:00+00:00,3,1
2025,9,Genoa CFC,US Cremonese,2025-10-29 19:45:00+00:00,0,2
2025,9,Bologna FC 1909,Torino FC,2025-10-29 19:45:00+00:00,0,0
2025,9,FC Internazionale Milano,ACF Fiorentina,2025-10-29 19:45:00+00:00,3,0
2025,9,Cagliari Calcio,US Sassuolo Calcio,2025-10-30 17:30:00+00:00,1,2
2025,9,AC Pisa 1909,SS Lazio,2025-10-30 19:45:00+00:00,0,0
2025,10,Udinese Calcio,Atalanta BC,2025-11-01 14:00:00+00:00,1,0
2025,10,SSC Napoli,Como 1907,2025-11-01 17:00:00+00:00,0,0
2025,10,US Cremonese,Juventus FC,2025-11-01 19:45:00+00:00,1,2
2025,10,Hellas Verona FC,FC Internazionale Milano,2025-11-02 11:30:00+00:00,1,2
2025,10,ACF Fiorentina,US Lecce,2025-11-02 14:00:00+00:00,0,1
2025,10,Torino FC,AC Pisa 1909,2025-11-02 14:00:00+00:00,2,2
2025,10,Parma Calcio 1913,Bologna FC 1909,2025-11-02 17:00:00+00:00,1,3
2025,10,AC Milan,AS Roma,2025-11-02 19:45:00+00:00,1,0
2025,10,US Sassuolo Calcio,Genoa CFC,2025-11-03 17:30:00+00:00,1,2
2025,10,SS Lazio,Cagliari Calcio,2025-11-03 19:45:00+00:00,2,0
2025,11,AC Pisa 1909,US Cremonese,2025-11-07 19:45:00+00:00,1,0
2025,11,Como 1907,Cagliari Calcio,2025-11-08 14:00:00+00:00,0,0
2025,11,US Lecce,Hellas Verona FC,2025-11-08 14:00:00+00:00,0,0
2025,11,Juventus FC,Torino FC,2025-11-08 17:00:00+00:00,0,0
2025,11,Parma Calcio 1913,AC Milan,2025-11-08 19:45:00+00:00,2,2
2025,11,Atalanta BC,US Sassuolo Calcio,2025-11-09 11:30:00+00:00,0,3
2025,11,Genoa CFC,ACF Fiorentina,2025-11-09 14:00:00+00:00,2,2
2025,11,Bologna FC 1909,SSC Napoli,2025-11-09 14:00:00+00:00,2,0
2025,11,AS Roma,Udinese Calcio,2025-11-09 17:00:00+00:00,2,0
2025,11,FC Internazionale Milano,SS Lazio,2025-11-09 19:45:00+00:00,2,0
2025,12,Cagliari Calcio,Genoa CFC,2025-11-22 14:00:00+00:00,3,3
2025,12,Udinese Calcio,Bologna FC 1909,2025-11-22 14:00:00+00:00,0,3
2025,12,ACF Fiorentina,Juventus FC,2025-11-22 17:00:00+00:00,1,1
2025,12,SSC Napoli,Atalanta BC,2025-11-22 19:45:00+00:00,3,1
2025,12,Hellas Verona FC,Parma Calcio 1913,2025-11-23 11:30:00+00:00,1,2
2025,12,US Cremonese,AS Roma,2025-11-23 14:00:00+00:00,1,3
2025,12,SS Lazio,US Lecce,2025-11-23 17:00:00+00:00,2,0
2025,12,FC Internazionale Milano,AC Milan,2025-11-23 19:45:00+00:00,0,1
2025,12,Torino FC,Como 1907,2025-11-24 17:30:00+00:00,1,5
2025,12,US Sassuolo Calcio,AC Pisa 1909,2025-11-24 19:45:00+00:00,2,2
