num_matches,matches,types,total_quota,total_probability,expected_return_per_euro,roi_percentage,score
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.29,48.80389391619547,1.12,11.7,0.608946889594711
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.68,43.951605980615945,1.18,17.7,0.6088523166109653
3,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X']",1.56,62.87081202892261,0.98,-1.73,0.6071193243240169
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",1.83,56.61993206365013,1.04,3.54,0.6070250351717575
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.62,44.48338130259747,1.17,16.61,0.6049268719274274
3,"['US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['2X', '1X', '1X']",1.92,54.674940526403674,1.05,5.04,0.6032583365006225
4,"['US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['2X', '1X', '1X', '1X']",2.25,49.23892849936421,1.11,10.68,0.6031646469821649
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.25,49.0640728817619,1.11,10.63,0.6005408143238581
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.64,44.18591686160131,1.17,16.57,0.600447546852356
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.49,45.861258414855826,1.14,14.05,0.5965462278103169
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.91,41.30153964940188,1.2,20.17,0.5964535807212682
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.55,45.04417778579384,1.15,14.77,0.5933686770384425
3,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X']",1.87,55.36422073551375,1.03,3.38,0.5917320219240145
4,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X', '1X']",2.18,49.85967757756408,1.09,8.93,0.5916401225090616
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",1.48,64.48395872965135,0.96,-4.29,0.5907051186764737
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",3.13,39.17219552319555,1.23,22.68,0.5895951367391279
3,"['Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X']",1.59,61.40815114768855,0.98,-2.28,0.5863870558402802
4,"['Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",1.86,55.302695065191564,1.03,2.96,0.5862959865295598
2,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio']","['1X', '1X']",1.74,57.54360068134123,1.0,0.39,0.5799396965027932
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X']",2.04,51.822374423548304,1.06,5.78,0.5798496285043715
3,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X']",2.03,52.02602969444471,1.06,5.56,0.5796819256081285
4,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X', '1X']",2.37,46.85338349830414,1.11,11.22,0.579591897643022
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",1.8,56.37688669791597,1.01,1.38,0.5793839540251068
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.1,50.771660040396085,1.07,6.82,0.5792939723367152
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",1.61,60.59589220465992,0.98,-2.28,0.5786759343318542
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.04,39.66603454453824,1.21,20.75,0.5783298816938109
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '2X']",1.55,62.18231610985622,0.96,-3.82,0.575183096839112
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",1.81,55.99988929808658,1.01,1.34,0.5750937675682057
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X']",1.57,61.359817118851076,0.96,-3.82,0.5676193099083728
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.31,37.27436715733026,1.23,23.29,0.5665527080433029
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X']",2.15,49.64565111849657,1.07,6.65,0.5646995983323939
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.51,44.7096721494838,1.12,12.38,0.5646118972096084
3,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X']",1.65,59.252002420504326,0.98,-2.43,0.5640971307947262
4,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",1.93,53.360919692604746,1.03,2.81,0.5640095232386435
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '2X']",1.68,58.43302734911522,0.98,-1.8,0.563470004663291
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",1.97,52.62337055958986,1.03,3.47,0.5633824945035335
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",1.69,58.19634749335463,0.98,-1.81,0.5610924227104124
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",1.97,52.41022240830091,1.03,3.46,0.5610052818029218
4,"['Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",2.12,49.910317584968745,1.06,5.63,0.556904325197553
5,"['Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",2.48,44.94802436520334,1.11,11.3,0.5568178347258964
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '2X']",1.6,59.998985082495025,0.96,-3.97,0.5533190601276579
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",1.87,54.033634203675184,1.01,1.19,0.5532331264684607
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X']",2.33,46.652261785275115,1.09,8.89,0.553199993279211
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.73,42.01389814533884,1.15,14.74,0.5531140781117859
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X']",2.32,46.76935115797684,1.09,8.52,0.5507811301757867
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",2.71,42.119346001248466,1.14,14.34,0.5506955906718305
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.39,45.821088356455085,1.1,9.58,0.5502533296617116
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",1.83,54.68739309565205,1.0,0.25,0.549666274580402
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.14,49.250142981921506,1.06,5.64,0.5495809082199857
3,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '2X', '2X']",2.01,51.456294582492056,1.03,3.31,0.5491889844293546
4,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '2X', '2X', '1X']",2.35,46.34029384203892,1.09,8.85,0.5491036921948673
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.06,50.539530782285425,1.04,3.96,0.5462636857684552
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.41,45.5146785459897,1.1,9.54,0.5461788478498161
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X']",1.58,60.31884631939971,0.95,-4.89,0.5456808871642876
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X', '1X']",1.84,54.321693494129505,1.0,0.22,0.545596139757652
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.27,47.240401076314384,1.07,7.18,0.5426301316453022
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.65,42.543562159973916,1.13,12.93,0.5425458580386923
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '2X']",1.74,56.38134047710201,0.98,-1.95,0.5420512096126995
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",2.03,50.77567100616543,1.03,3.31,0.5419670259160388
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",1.78,55.376830292761625,0.99,-1.33,0.5391639308751867
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.08,49.87103343971517,1.04,3.97,0.5390801955896599
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.86,40.3501842626309,1.15,15.29,0.5363072830759924
4,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",2.19,48.15787811686986,1.05,5.47,0.535735106773367
5,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",2.56,43.369819783023424,1.11,11.13,0.5356519040041096
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.24,47.49224488832832,1.06,6.15,0.5351395116769843
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.62,42.770366603350915,1.12,11.85,0.5350564014070998
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.13,48.76499852667925,1.04,3.81,0.5254989426016083
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.49,43.91657773394744,1.09,9.38,0.525417329568015
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",3.1,37.9172660020367,1.18,17.71,0.525385862269723
4,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X']",2.67,41.82180958650395,1.12,11.68,0.5215765214006792
5,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X', '1X']",3.12,37.6637097748544,1.18,17.67,0.521495517541848
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X']",1.81,54.0885134922931,0.98,-1.88,0.5207522432154383
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.12,48.710806501888584,1.03,3.39,0.5206713673717897
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.02,38.395284282205566,1.16,15.85,0.5153474386687305
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio']","['1X', '1X', '1X']",1.99,50.68460397647074,1.01,0.8,0.5150265424101892
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X']",2.33,45.645327954418704,1.06,6.21,0.5149465558010838
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.31,45.824708226610326,1.06,5.99,0.5147976240357207
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.71,41.268623434252284,1.12,11.68,0.5147176729789664
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.05,49.65695823474548,1.02,1.79,0.5145330046708702
4,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",1.76,54.965592641982354,0.97,-3.39,0.5130341079643926
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '1X', '2X']",1.76,54.77040068835538,0.97,-3.43,0.5108023530794913
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.06,49.32489761142219,1.02,1.76,0.5107230225114885
4,"['AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['2X', '1X', '1X', '1X']",1.73,55.25862030612518,0.96,-4.31,0.5059520398862819
4,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",1.91,51.65143692034646,0.99,-1.36,0.5025866246691596
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '2X', '1X']",2.45,43.72806248307889,1.07,7.09,0.5014922816689003
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '1X', '2X']",1.92,51.46801408443179,0.99,-1.4,0.5004003174874753
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X']",1.9,51.78107338633352,0.98,-1.7,0.5003890681661662
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.24,46.350848141915655,1.04,3.9,0.5003226024159302
5,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",1.96,50.73119639425654,0.99,-0.73,0.4999095571717871
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.41,43.961181628911966,1.06,6.07,0.4945695402287293
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",1.86,52.3026001936581,0.97,-2.91,0.4929838207169818
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '2X', '1X']",2.66,41.09147472865781,1.09,9.34,0.491279837400404
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",2.65,41.19460745610225,1.09,8.97,0.48913171974570213
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",3.09,37.098866712271,1.15,14.82,0.48905575475274227
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '2X', '2X']",2.29,45.32288355490232,1.04,3.74,0.4877177842559558
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '2X', '1X']",2.68,40.81669227728075,1.09,9.3,0.4876420388553781
4,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",2.0,49.60608487115252,0.99,-0.89,0.4873151450181956
5,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",2.34,44.67403974448793,1.04,4.43,0.48723946214982683
4,"['AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X', '1X']",1.83,52.58143115001966,0.96,-3.84,0.48617853248073245
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",2.35,44.51539480544518,1.04,4.39,0.4851199168157277
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '1X', '2X']",2.59,41.60950986543008,1.08,7.62,0.48189306956248285
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X']",1.87,51.55879918958702,0.96,-3.75,0.47760369023827814
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",2.18,46.43260701094245,1.01,1.41,0.47752951561516127
4,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X']",2.17,46.61508118863939,1.01,1.2,0.47739140552786713
5,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",2.54,41.98041419964664,1.07,6.63,0.47731726387379725
