num_matches,matches,types,total_quota,total_probability,expected_return_per_euro,roi_percentage,score
2,"['Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'X']",4.95,33.99230903864813,1.68,68.26,0.9623928709191442
2,"['Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['X', '1']",9.56,21.58373049547212,2.06,106.39,0.919437949185133
2,"['AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['NG', 'X']",6.75,27.15153019046324,1.83,83.27,0.9119908407449829
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'X']",13.14,17.4028072619968,2.29,128.71,0.9102749577166463
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'X']",11.19,19.2088037249687,2.15,114.87,0.8868310300626718
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'X']",10.64,19.39374402942425,2.06,106.4,0.8261754684674666
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'X']",9.06,21.406352259442876,1.94,93.91,0.8048975043226275
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['GG', 'X', '1']",20.56,12.314236845556513,2.53,153.17,0.7893004004376228
3,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'X']",14.51,15.490851943077367,2.25,124.81,0.7829073581674814
3,"['Genoa CFC vs Hellas Verona FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['GG', 'X', '1']",17.5,13.59216102482606,2.38,137.85,0.7689721454106702
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'X']",12.35,17.098433030222566,2.11,111.21,0.7627437545122918
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'GG', 'X']",24.05,10.959262053364457,2.64,163.57,0.761308675337299
2,"['US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['NG', 'X']",6.38,26.149638393574048,1.67,66.7,0.7267038168167598
2,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio']","['GG', 'GG']",3.93,35.928823318457276,1.41,41.36,0.7179729490627796
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', '1', 'X']",8.07,22.19783208915506,1.79,79.1,0.7120611518978456
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'GG', '1', 'X']",19.48,12.213036656359872,2.38,137.86,0.6909720476908133
3,"['Como 1907 vs US Sassuolo Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'X', '1']",15.59,14.094718450909912,2.2,119.69,0.6802794004179223
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'X']",11.0,17.730631580404598,1.95,95.08,0.6747693880576512
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'GG', 'NG', 'X']",26.56,9.755225310389124,2.59,159.08,0.6547847534479192
2,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio']","['1', 'GG']",3.5,37.25725791661761,1.31,30.57,0.6351624180663568
3,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'X']",13.71,14.919239316469474,2.04,104.49,0.6238459203488054
2,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC']","['1', 'GG']",2.98,41.123672972789585,1.23,22.67,0.6188039522517822
3,"['Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'X', '1']",12.62,15.707199286213655,1.98,98.26,0.6174289950136088
3,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'X']",8.91,19.759072497533243,1.76,76.05,0.612428047767485
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', '1', 'X']",17.35,12.664602250342854,2.2,119.7,0.6112757830228267
3,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'X']",11.67,16.46750064179106,1.92,92.11,0.607778908398294
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', '1', 'X']",14.77,13.978886004953653,2.06,106.4,0.5955325121437058
3,"['AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['NG', 'X', '1']",17.21,12.546205529679238,2.16,115.95,0.5850932662510331
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'GG', 'X', '1']",33.51,8.041506138725696,2.69,169.49,0.5839924310664012
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'NG', 'X']",23.66,10.115915631369187,2.39,139.3,0.5792623076619531
2,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio']","['GG', '1']",2.84,41.51960729065823,1.18,17.83,0.5764803303116343
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'GG', 'X', '1']",28.52,8.876022744286212,2.53,153.18,0.5689518368060336
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'NG', 'X']",20.13,11.165706482634336,2.25,124.82,0.564343536670421
2,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio']","['GG', '1']",2.42,45.82835258571515,1.11,10.7,0.5616332085236566
2,"['Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['GG', '1']",5.48,26.36325802464657,1.45,44.54,0.5507500197305891
2,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['GG', 'NG']",3.87,33.163998055170595,1.28,28.34,0.5462891476032385
3,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'X']",10.39,17.07637105772101,1.77,77.44,0.5376780860781929
2,"['Genoa CFC vs Hellas Verona FC', 'AS Roma vs SSC Napoli']","['GG', '1']",4.67,29.099135634973237,1.36,35.79,0.5365655763285899
2,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio']","['GG', 'NG']",3.29,36.60563033230546,1.21,20.58,0.5322195929637399
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio']","['1', 'GG', 'GG']",6.41,23.462424581903356,1.5,50.47,0.5312182379872263
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['GG', '1', 'X', '1']",27.14,8.961480140394066,2.43,143.2,0.5300378926472971
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'NG', 'X']",19.16,11.273208708484844,2.16,115.96,0.5257447811138528
2,"['Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['X', 'X']",15.37,13.049075058661577,2.01,100.63,0.52525408239315
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'GG', 'NG', 'X']",25.08,9.39525737684269,2.36,135.66,0.5217536824551069
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['GG', '1', 'X', '1']",23.1,9.891468112615486,2.28,128.48,0.516386885439257
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'NG', 'X']",16.31,12.443098988102392,2.03,102.89,0.5122043420317919
2,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio']","['1', '1']",2.15,47.52281300853339,1.02,2.25,0.4968548010867465
3,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'X']",8.42,19.029962480140167,1.6,60.14,0.4880024885718313
2,"['AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['X', 'X']",19.69,10.793385629739044,2.12,112.49,0.4873648731095858
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio']","['GG', 'GG', '1']",5.19,26.146600936319018,1.36,35.79,0.48213946006869596
2,"['Como 1907 vs US Sassuolo Calcio', 'AS Roma vs SSC Napoli']","['1', '1']",4.16,30.175048926411325,1.25,25.42,0.47467845321597973
2,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio']","['1', 'NG']",2.93,37.95908923603529,1.11,11.37,0.4708337327338252
3,"['US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['NG', 'X', '1']",16.26,12.083250391825292,1.96,96.43,0.46622125001944487
3,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['NG', 'NG', 'X']",11.48,15.200279575460614,1.74,74.42,0.4624450297654581
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'NG', 'X']",22.34,9.742638220556747,2.18,117.66,0.4615749535073838
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['GG', 'GG', '1']",10.03,16.602025691768436,1.67,66.57,0.4606199087524546
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['GG', 'GG', 'NG']",7.08,20.884730834063213,1.48,47.91,0.4568890572978113
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', '1', 'X', '1']",20.57,10.257195883629013,2.11,111.04,0.4568271593539854
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', '1', 'NG', 'X']",14.52,12.903170921369336,1.87,87.4,0.45312702777128333
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', 'NG', 'X']",19.02,10.753691776540421,2.04,104.49,0.44968719396266604
3,"['Genoa CFC vs Hellas Verona FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['GG', 'X', 'X']",28.14,8.217538180416854,2.31,131.21,0.43929637555371903
2,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['GG', 'NG']",3.66,31.94024612036454,1.17,16.74,0.4353008724567409
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'NG', 'X', '1']",28.06,8.192987519241624,2.3,129.87,0.43290240163196936
2,"['Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1', '1']",3.37,33.62717095833811,1.13,13.19,0.43082333544673845
2,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['1', 'NG']",2.38,42.301730355960615,1.01,0.51,0.4273338252514475
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio']","['1', 'GG', '1']",4.63,27.11334702205164,1.25,25.42,0.4265298096567467
2,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC']","['GG', 'NG']",3.11,35.254882124280826,1.1,9.68,0.4240897959846529
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'NG', 'X']",18.09,10.857227168939135,1.96,96.43,0.41893045635725107
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio']","['1', 'GG', '1']",3.94,29.92706598612277,1.18,17.84,0.4155446299425435
2,"['AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['NG', '1']",4.59,26.859874286771806,1.23,23.29,0.40826043893215735
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', '1', 'NG', 'X']",15.4,11.983948482896656,1.85,84.55,0.4081409962851843
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['1', 'GG', '1']",8.94,17.21587004545096,1.54,53.85,0.4074923093336925
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['1', 'GG', 'NG']",6.31,21.656924200022488,1.37,36.61,0.40419177184899907
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AS Roma vs SSC Napoli']","['1', 'GG', '1']",7.61,19.00246688244316,1.45,44.54,0.3969974361763187
4,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'NG', 'X']",24.67,8.672265568279041,2.14,113.96,0.3969904086488477
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio']","['1', 'GG', 'NG']",5.37,23.90439657130493,1.28,28.35,0.39378190329529417
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'NG', 'X', '1']",22.72,9.130291474951857,2.07,107.44,0.39290693590662895
3,"['Como 1907 vs US Sassuolo Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1', 'X', 'X']",25.06,8.521373959668809,2.14,113.56,0.38862821852650137
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'NG', 'NG', 'X']",21.0,9.572239963586336,2.01,101.01,0.38676600959141194
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1', 'GG', '1', 'NG', 'X']",26.58,8.12565635634198,2.16,115.96,0.37897289642836324
2,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC']","['1', 'NG']",2.77,36.55839837787045,1.01,1.3,0.37517555591265994
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['GG', '1', '1']",7.24,19.185420597883407,1.39,38.84,0.36984445931055704
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['GG', '1', 'NG']",5.11,24.13454554065364,1.23,23.29,0.3668488555322756
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['GG', 'GG', 'NG']",6.69,20.1140840102523,1.35,34.54,0.3640639872313951
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', '1', 'NG', 'X']",13.72,12.42704375618585,1.7,70.45,0.36106628035347066
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['GG', '1', '1']",6.16,21.176409822712074,1.3,30.44,0.3603191980982201
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['GG', '1', 'NG']",4.35,26.63913593378161,1.16,15.83,0.35740074542429756
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio']","['1', 'GG', 'GG', '1']",8.47,17.074387521796794,1.45,44.54,0.3567283067922522
3,"['Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1', 'X', 'X']",20.29,9.496246373635707,1.93,92.73,0.3527232049821529
3,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['GG', 'NG', '1']",9.87,15.324452539776134,1.51,51.23,0.3504751225654565
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'NG', 'X']",18.7,9.92616457271732,1.86,85.66,0.3421566706637531
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['GG', 'NG', '1']",8.4,16.914765336278425,1.42,42.08,0.3414487142826746
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli']","['1', 'GG', 'GG', '1']",16.35,10.841540015028365,1.77,77.3,0.3408062889120356
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['1', 'GG', 'GG', 'NG']",11.54,13.638254104910654,1.57,57.44,0.3380458836091411
2,"['US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['NG', '1']",4.34,25.868744596304357,1.12,12.14,0.32531513034158344
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['1', 'GG', 'NG']",5.96,20.85778343154106,1.24,24.26,0.322073084734774
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1', '1', '1']",5.49,21.95938774614609,1.2,20.48,0.3187602171342872
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['1', '1', 'NG']",3.87,27.624093039831678,1.07,6.98,0.3161783768855694
2,"['Parma Calcio 1913 vs Udinese Calcio', 'Bologna FC 1909 vs US Cremonese']","['GG', 'X']",8.82,15.93867810880254,1.4,40.5,0.3146310161528381
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC']","['1', 'GG', 'NG']",5.07,23.022324044770546,1.17,16.74,0.31377816457487556
4,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1', 'NG', 'X', '1']",21.46,8.793383607594366,1.89,88.69,0.3130809622428722
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1', 'NG', 'NG', 'X']",15.15,11.061749522308446,1.68,67.55,0.3105451218651331
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['GG', 'GG', '1', '1']",13.24,12.081846840616876,1.6,60.01,0.3093195006757581
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['GG', 'GG', '1', 'NG']",9.35,15.198513960243298,1.42,42.08,0.3068141267500603
2,"['Genoa CFC vs Hellas Verona FC', 'Bologna FC 1909 vs US Cremonese']","['GG', 'X']",7.5,17.592732874541657,1.32,32.0,0.3065277648024041
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', 'NG', '1']",7.48,17.540172945464782,1.31,31.23,0.30206624259665327
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['GG', 'GG', 'NG', '1']",18.06,9.65043677605398,1.74,74.28,0.2931199513257858
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['GG', '1', 'NG']",4.82,23.243980514328808,1.12,12.14,0.29231704047860124
2,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', 'X']",11.29,13.183486069565967,1.49,48.81,0.29193510417857854
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['GG', '1', 'NG']",4.11,25.65615149124561,1.05,5.36,0.28478848057380646
2,"['Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', 'X']",9.61,14.551617592993734,1.4,39.8,0.2844163809576454
3,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', 'NG', '1']",9.32,14.758980053190013,1.38,37.56,0.2792699201447983
3,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', 'NG', 'NG']",6.58,18.56624796990952,1.22,22.15,0.2770079367437069
3,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', 'NG', '1']",6.06,19.54682478608025,1.18,18.43,0.27415861259272534
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1', 'GG', '1', '1']",11.8,12.528561814009965,1.48,47.79,0.27364279150176357
3,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', 'NG', '1']",7.93,16.290610288005112,1.29,29.23,0.2720773859019262
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['1', 'GG', '1', 'NG']",8.33,15.760464781912372,1.31,31.23,0.2714263857682553
2,"['Como 1907 vs US Sassuolo Calcio', 'Bologna FC 1909 vs US Cremonese']","['1', 'X']",6.68,18.24320769860103,1.22,21.92,0.2711730526206028
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', 'NG', 'NG']",5.6,20.492981838734114,1.15,14.76,0.2698736593766943
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['1', 'GG', 'GG', 'NG']",10.9,13.135002361242828,1.43,43.2,0.26936590029488017
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1', 'GG', '1', '1']",10.04,13.828727814907838,1.39,38.85,0.26659518269673715
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['1', 'GG', '1', 'NG']",7.09,17.396025253416507,1.23,23.29,0.26443585999646824
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Bologna FC 1909 vs US Cremonese']","['GG', 'GG', 'X']",16.13,10.03723982854408,1.62,61.92,0.2631417244831068
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', 'GG', 'NG', '1']",16.09,10.007252639101829,1.61,60.97,0.2593116875929812
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', 'GG', 'NG', '1']",13.69,11.045766862594437,1.51,51.23,0.2526331731592663
2,"['Como 1907 vs US Sassuolo Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'X']",8.56,15.089650027242726,1.29,29.13,0.25161198134631124
2,"['Juventus FC vs Cagliari Calcio', 'Bologna FC 1909 vs US Cremonese']","['1', 'X']",5.41,20.330288961764595,1.1,10.03,0.24611961680958205
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['GG', 'GG', '1', 'NG']",8.83,14.637688608785867,1.29,29.24,0.2444794256710264
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', 'GG', 'X']",20.66,8.302182311055223,1.71,71.49,0.24415999315652231
3,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'NG', '1']",7.07,16.892940348745377,1.19,19.37,0.24069615792102778
